Chromosome	Start	End	Feature	read.counts.compensated.t1.bam	read.counts.compensated.t2.bam	read.counts.compensated.t3.bam	read.counts.compensated.t4.bam	read.counts.compensated.t5.bam	read.counts.compensated.t6.bam	read.counts.compensated.t7.bam	read.counts.compensated.n8.bam	read.counts.compensated.n9.bam	read.counts.compensated.n10.bam	read.counts.compensated.n11.bam	read.counts.compensated.n12.bam	read.counts.compensated.n13.bam	read.counts.compensated.t14.bam	read.counts.compensated.t15.bam	read.counts.compensated.t16.bam	read.counts.compensated.t17.bam	read.counts.compensated.t18.bam	read.counts.compensated.t19.bam	read.counts.compensated.t20.bam	read.counts.compensated.t21.bam	read.counts.compensated.t22.bam	read.counts.t1.bam	read.counts.t2.bam	read.counts.t3.bam	read.counts.t4.bam	read.counts.t5.bam	read.counts.t6.bam	read.counts.t7.bam	read.counts.n8.bam	read.counts.n9.bam	read.counts.n10.bam	read.counts.n11.bam	read.counts.n12.bam	read.counts.n13.bam	read.counts.t14.bam	read.counts.t15.bam	read.counts.t16.bam	read.counts.t17.bam	read.counts.t18.bam	read.counts.t19.bam	read.counts.t20.bam	read.counts.t21.bam	read.counts.t22.bam	fraction.of.bin.t1.bam	fraction.of.bin.t2.bam	fraction.of.bin.t3.bam	fraction.of.bin.t4.bam	fraction.of.bin.t5.bam	fraction.of.bin.t6.bam	fraction.of.bin.t7.bam	fraction.of.bin.n8.bam	fraction.of.bin.n9.bam	fraction.of.bin.n10.bam	fraction.of.bin.n11.bam	fraction.of.bin.n12.bam	fraction.of.bin.n13.bam	fraction.of.bin.t14.bam	fraction.of.bin.t15.bam	fraction.of.bin.t16.bam	fraction.of.bin.t17.bam	fraction.of.bin.t18.bam	fraction.of.bin.t19.bam	fraction.of.bin.t20.bam	fraction.of.bin.t21.bam	fraction.of.bin.t22.bam
2	80000001	81000000	2:80000001-81000000	6473.45541301973	4480.18853791621	1832.89580444822	6086.21483905879	2115.42115883656	4281.11373304471	6272.29147849457	3217.37058378184	2747.83556421118	3291.77227853179	3049.64524740146	3904.59196913341	14848.9158269749	3765.32901133218	3476.77108709925	4759.69760738226	3938.26268021046	2777.99841343413	14595.4492694732	13450.826482025	3190.22401948118	15604.2864011169	6436	4456	1823	6051	2104	4258	6236	3200	2733	3274	3032	3882	14763	3745	3458	4734	3917	2763	14511	13373	3173	15514	0.994214	0.994601	0.994601	0.994214	0.994601	0.994601	0.994214	0.994601	0.994601	0.994601	0.994214	0.994214	0.994214	0.994601	0.994601	0.994601	0.994601	0.994601	0.994214	0.994214	0.994601	0.994214
2	81000001	82000000	2:81000001-82000000	5897.80986337908	4490.45613687242	1954.39541708437	5474.58034814434	2221.45566041267	4186.97858763572	4956.96151656228	3308.91687851086	2947.77859491918	3503.14251002235	3155.44499487963	3835.45404813449	14015.2910692483	4067.61075160261	3813.70120207457	5161.14152068554	3963.41679303135	2833.46871804002	14148.2480632429	13254.086905157	3520.33957114576	15386.473503498	5811	4439	1932	5394	2196	4139	4884	3271	2914	3463	3109	3779	13809	4021	3770	5102	3918	2801	13940	13059	3480	15160	0.985281	0.988541	0.988541	0.985281	0.988541	0.988541	0.985281	0.988541	0.988541	0.988541	0.985281	0.985281	0.985281	0.988541	0.988541	0.988541	0.988541	0.988541	0.985281	0.985281	0.988541	0.985281
2	82000001	83000000	2:82000001-83000000	6173.95268730054	3962.1644611426	1906.32441054974	6547.79393141178	2082.10631168152	4070.26022793053	5126.38670786688	3226.70915066024	2770.08030404207	3154.98205307199	3543.89341978623	3960.28569981257	15105.6177498607	3997.52288953118	3599.48800995693	4683.47640026953	3809.61809866618	2640.769480221	15321.4122891444	13893.9263461831	3394.4091253032	15901.9299934147	6094	3922	1887	6463	2061	4029	5060	3194	2742	3123	3498	3909	14910	3957	3563	4636	3771	2614	15123	13714	3360	15696	0.98705	0.989863	0.989863	0.98705	0.989863	0.989863	0.98705	0.989863	0.989863	0.989863	0.98705	0.98705	0.98705	0.989863	0.989863	0.989863	0.989863	0.989863	0.98705	0.98705	0.989863	0.98705
2	83000001	84000000	2:83000001-84000000	6577.06227938442	4395.38439138031	2093.04018637158	7005.84650337642	2264.9323755905	4227.53672426066	5904.41972895147	3446.94395910179	3269.99611725878	3722.98259237688	3748.30569266942	4300.03515624206	16513.2730054929	4187.09150326797	3758.37216074549	5157.77680709247	4296.29359994823	3004.06878923186	16063.1511779373	15167.987904627	3598.61353782437	17694.9698123713	6473	4347	2070	6895	2240	4181	5811	3409	3234	3682	3689	4232	16252	4141	3717	5101	4249	2971	15809	14928	3559	17415	0.984178	0.988992	0.988992	0.984178	0.988992	0.988992	0.984178	0.988992	0.988992	0.988992	0.984178	0.984178	0.984178	0.988992	0.988992	0.988992	0.988992	0.988992	0.984178	0.984178	0.988992	0.984178
2	84000001	85000000	2:84000001-85000000	6050.78622492732	4657.54505108031	2056.76218712491	5326.81281412543	2273.15702883815	4635.29885239951	5277.86813283179	3817.24545545553	3274.23596947417	3878.92809725229	3496.48566991503	4254.1085491063	16076.288443243	4219.69941340819	3916.34215867	5163.14047564395	4084.19983962513	3221.65404531955	14425.4251304427	13590.3065058698	3723.20470648669	15373.7283305071	5934	4606	2034	5224	2248	4584	5176	3775	3238	3836	3429	4172	15766	4173	3873	5106	4039	3186	14147	13328	3682	15077	0.980699	0.988933	0.988933	0.980699	0.988933	0.988933	0.980699	0.988933	0.988933	0.988933	0.980699	0.980699	0.980699	0.988933	0.988933	0.988933	0.988933	0.988933	0.980699	0.980699	0.988933	0.980699
2	85000001	86000000	2:85000001-86000000	15207.9976674479	8166.04662785528	4727.81684451594	13356.6857582156	4029.33233511601	7602.04045790878	12681.7388005718	8003.46833687426	6840.33105757178	8136.94310663028	8767.24822410257	10606.4534614488	42052.5247959774	8084.75748236477	7788.70442162773	10480.2783500913	8588.54947046645	5078.06266891333	33436.6099704496	33063.3209206317	6459.97814225199	40056.9417134371	15074	8137	4711	13239	4015	7575	12570	7975	6816	8108	8690	10513	41682	8056	7761	10443	8558	5060	33142	32772	6437	39704	0.991189	0.996443	0.996443	0.991189	0.996443	0.996443	0.991189	0.996443	0.996443	0.996443	0.991189	0.991189	0.991189	0.996443	0.996443	0.996443	0.996443	0.996443	0.991189	0.991189	0.996443	0.991189
2	86000001	87000000	2:86000001-87000000	11686.4597491143	6615.15845612116	3870.15426320267	11327.9358951247	3431.7579891688	6526.67480448129	9594.05782159286	6443.21863304824	5703.17354660575	6585.99907092166	6777.5187313522	8019.18609008469	31233.0992462897	6749.89492566368	6465.33954595821	8618.10657051443	6634.26288090704	4565.95752382523	26110.4618070818	25633.4427810108	5807.7451349074	30540.3582402758	11539	6579	3849	11185	3413	6491	9473	6408	5672	6550	6692	7918	30839	6713	6430	8571	6598	4541	25781	25310	5776	30155	0.987382	0.994534	0.994534	0.987382	0.994534	0.994534	0.987382	0.994534	0.994534	0.994534	0.987382	0.987382	0.987382	0.994534	0.994534	0.994534	0.994534	0.994534	0.987382	0.987382	0.994534	0.987382
2	87000001	88000000	2:87000001-88000000	14049.8500885769	9755.41032522764	6444.14533483609	12399.7347361735	4823.48028444243	9750.34257960415	11179.2720604337	8703.34633379011	7021.86833591451	8455.02679823886	7811.58380977387	9290.46077655051	37075.7050091898	9608.44570214629	8823.95867962928	11536.2161373237	9627.70313551557	6402.58982072343	33714.2436089164	28809.5611212067	7722.2307810815	37241.7543528279	13538	9625	6358	11948	4759	9620	10772	8587	6928	8342	7527	8952	35725	9480	8706	11382	9499	6317	32486	27760	7619	35885	0.963569	0.986632	0.986632	0.963569	0.986632	0.986632	0.963569	0.986632	0.986632	0.986632	0.963569	0.963569	0.963569	0.986632	0.986632	0.986632	0.986632	0.986632	0.963569	0.963569	0.986632	0.963569
2	88000001	89000000	2:88000001-89000000	13324.9812591779	8194.73164167589	4258.52081870768	12915.2504081905	4182.97941345624	7960.04967602809	11570.0187921669	7447.37533905501	6477.42369562656	7460.46918263192	7693.49257041928	8943.2230106489	34385.5577576735	7711.26664806669	7854.29170867608	9888.87355678145	8053.72101853988	5194.22702508881	30776.0240704039	29448.2496585576	6723.1850673779	36061.4493587045	12976	8136	4228	12577	4153	7903	11267	7394	6431	7407	7492	8709	33485	7656	7798	9818	7996	5157	29970	28677	6675	35117	0.97381	0.992833	0.992833	0.97381	0.992833	0.992833	0.97381	0.992833	0.992833	0.992833	0.97381	0.97381	0.97381	0.992833	0.992833	0.992833	0.992833	0.992833	0.97381	0.97381	0.992833	0.97381
2	89000001	90000000	2:89000001-90000000	6788.03588424698	7153.21856459771	18456.4880591467	5924.34337093214	2479.06609052045	10995.1679591946	5857.51604868269	7422.94446387592	12530.1934022414	12765.9294524235	3826.37046637371	4862.19396124015	18072.7405277333	11908.5080978074	13441.3406473641	19882.9652744351	6436.14239334588	11503.9192488901	15581.903971163	15082.7241246633	18899.4525441402	20853.1621473846	6704	6524	16833	5851	2261	10028	5785	6770	11428	11643	3779	4802	17849	10861	12259	18134	5870	10492	15389	14896	17237	20595	0.98762	0.912037	0.912037	0.98762	0.912037	0.912037	0.98762	0.912037	0.912037	0.912037	0.98762	0.98762	0.98762	0.912037	0.912037	0.912037	0.912037	0.912037	0.98762	0.98762	0.912037	0.98762
2	90000001	91000000	2:90000001-91000000	6789.75409246156	8815.52934868311	4052.06144271964	4726.30217490094	2328.43124319863	7172.11708863766	5101.56871695855	11793.0926021116	6590.53702743981	5726.08317967024	3688.92151480195	4347.95125030587	16345.1711935121	10785.0908626489	7544.70830751758	7589.03927406987	8913.69077462031	5423.15490822962	15670.7195453209	11257.9962617284	19882.4384987002	18825.0147536298	6604	8352	3839	4597	2206	6795	4962	11173	6244	5425	3588	4229	15898	10218	7148	7190	8445	5138	15242	10950	18837	18310	0.972642	0.947419	0.947419	0.972642	0.947419	0.947419	0.972642	0.947419	0.947419	0.947419	0.972642	0.972642	0.972642	0.947419	0.947419	0.947419	0.947419	0.947419	0.972642	0.972642	0.947419	0.972642
2	91000001	92000000	2:91000001-92000000	12339.5974422646	12175.8888137549	5166.13033531248	16398.2983819341	4419.89989642656	7888.72178250832	15337.7066375632	8814.71641675611	6687.85515186417	10612.3583703749	5530.15254897673	10805.508282489	44471.5991791296	7840.64531165572	7999.50669360343	15018.6714380822	39781.1893491805	5750.36397023857	25593.278460008	37771.5045858119	6895.83814533517	28289.8780903403	11623	11650	4943	15446	4229	7548	14447	8434	6399	10154	5209	10178	41889	7502	7654	14370	38063	5502	24107	35578	6598	26647	0.941927	0.956809	0.956809	0.941927	0.956809	0.956809	0.941927	0.956809	0.956809	0.956809	0.941927	0.941927	0.941927	0.956809	0.956809	0.956809	0.956809	0.956809	0.941927	0.941927	0.956809	0.941927
2	92000001	93000000	2:92000001-93000000	11286.5605159335	7333.16532466298	23572.5115781385	15329.9390705392	4799.60834700125	4837.82343390443	5229.75290579114	9744.84716030919	18452.7227732998	5037.16158991287	3888.49939648755	7305.13362457499	45252.592418975	4917.35212827049	5493.6769523778	6049.34497275368	11190.8234215103	4134.45926684872	18920.037955719	40451.3385173108	6140.23490917203	22782.7241591869	10931	7100	22823	14847	4647	4684	5065	9435	17866	4877	3766	7075	43827	4761	5319	5857	10835	4003	18324	39177	5945	22065	0.968497	0.968204	0.968204	0.968497	0.968204	0.968204	0.968497	0.968204	0.968204	0.968204	0.968497	0.968497	0.968497	0.968204	0.968204	0.968204	0.968204	0.968204	0.968497	0.968497	0.968204	0.968497
2	93000001	94000000	2:93000001-94000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	94000001	95000000	2:94000001-95000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	95000001	96000000	2:95000001-96000000	7049.1065952488	4933.37038384053	2224.0520450654	6160.81285521528	2480.47697079412	5107.04463632612	5718.19928854725	4248.88950639734	3416.27470771645	4056.82621541328	4025.43239154434	4858.52721102343	17957.0266181461	4420.5205323831	4263.19209189616	5842.60617626506	4952.78103558892	3286.52982497722	16342.9692930449	15547.695956168	3764.64482593753	17931.4715623339	6896	4829	2177	6027	2428	4999	5594	4159	3344	3971	3938	4753	17567	4327	4173	5719	4848	3217	15988	15210	3685	17542	0.97828	0.978844	0.978844	0.97828	0.978844	0.978844	0.97828	0.978844	0.978844	0.978844	0.97828	0.97828	0.97828	0.978844	0.978844	0.978844	0.978844	0.978844	0.97828	0.97828	0.978844	0.97828
2	96000001	97000000	2:96000001-97000000	10746.1239622238	6831.15044817172	3637.24831809938	8795.04889349503	3356.76399506187	7757.0503102418	8686.54315942332	6389.8149004532	5671.01099015993	6161.60722543701	6043.87079502253	7761.70923911115	29191.084682134	6508.44267865544	6160.60190528276	8323.04555708811	6844.21961017706	4729.02600562175	24698.7444771088	22931.2164912491	5416.66499113308	27416.4581903069	10597	6795	3618	8673	3339	7716	8566	6356	5641	6129	5960	7654	28786	6474	6128	8279	6808	4704	24356	22613	5388	27036	0.986123	0.994708	0.994708	0.986123	0.994708	0.994708	0.986123	0.994708	0.994708	0.994708	0.986123	0.986123	0.986123	0.994708	0.994708	0.994708	0.994708	0.994708	0.986123	0.986123	0.994708	0.986123
2	97000001	98000000	2:97000001-98000000	13362.307837529	7867.84131163066	4275.91272928899	11051.1817497163	4165.62534464808	8037.82553749923	10543.6880984619	7326.52249710875	6248.94392240625	7719.10511399567	7800.17741978048	8891.28876997749	36199.522143978	7925.51453112178	7176.77448860549	9739.6914179214	8417.2546130987	5056.01890872151	29746.2328746267	28852.0290611164	6447.25885258624	32878.483690169	13165	7776	4226	10888	4117	7944	10388	7241	6176	7629	7685	8760	35665	7833	7093	9626	8319	4997	29307	28426	6372	32393	0.985234	0.988327	0.988327	0.985234	0.988327	0.988327	0.985234	0.988327	0.988327	0.988327	0.985234	0.985234	0.985234	0.988327	0.988327	0.988327	0.988327	0.988327	0.985234	0.985234	0.988327	0.985234
2	98000001	99000000	2:98000001-99000000	9457.62320215695	6014.87896502706	3591.72152738803	8333.95532116555	3165.67186802293	6395.86567965162	8015.97469242276	5686.12429998812	4676.30467466602	5541.71804525139	5201.18153831053	6163.30299055158	24312.7375269287	6170.55095594892	5399.36010618468	7510.14940414497	6011.80649152202	4074.09986767881	21898.7431074376	20223.9769663421	5198.62517052228	24245.2561073241	9250	5873	3507	8151	3091	6245	7840	5552	4566	5411	5087	6028	23779	6025	5272	7333	5870	3978	21418	19780	5076	23713	0.978047	0.976412	0.976412	0.978047	0.976412	0.976412	0.978047	0.976412	0.976412	0.976412	0.978047	0.978047	0.978047	0.976412	0.976412	0.976412	0.976412	0.976412	0.978047	0.978047	0.976412	0.978047
2	99000001	100000000	2:99000001-100000000	10888.282566601	6646.86490720839	3364.47499495835	10004.3177496256	3389.80989702882	6374.26136093014	8770.23753747409	6149.28743054437	5418.62885483202	6393.51588650369	6265.33030784636	7276.88819886554	28661.4874086051	6802.92790396248	6441.14550239618	8377.74541666287	6877.91921409107	4581.56369042371	24601.9861648278	24135.5058861237	5670.9644794539	28203.1730866398	10667	6559	3320	9801	3345	6290	8592	6068	5347	6309	6138	7129	28079	6713	6356	8267	6787	4521	24102	23645	5596	27630	0.979677	0.986781	0.986781	0.979677	0.986781	0.986781	0.979677	0.986781	0.986781	0.986781	0.979677	0.979677	0.979677	0.986781	0.986781	0.986781	0.986781	0.986781	0.979677	0.979677	0.986781	0.979677
2	100000001	101000000	2:100000001-101000000	10166.574715669	5818.70520975924	2965.21459054674	9119.85179861213	3045.73637168854	6184.07279169015	7901.03710602372	5341.61365649408	4500.16104356228	5263.10491988083	5036.21519570378	6103.18420399962	23775.9972465316	5491.58547387068	5532.85288670585	7401.96473145986	5595.25726709075	3936.50857556969	22231.2204849951	20798.8095298351	4894.7177711571	23930.87984451	10043	5781	2946	9009	3026	6144	7805	5307	4471	5229	4975	6029	23487	5456	5497	7354	5559	3911	21961	20546	4863	23640	0.987845	0.99352	0.99352	0.987845	0.99352	0.99352	0.987845	0.99352	0.99352	0.99352	0.987845	0.987845	0.987845	0.99352	0.99352	0.99352	0.99352	0.99352	0.987845	0.987845	0.99352	0.987845
2	101000001	102000000	2:101000001-102000000	12413.3051984166	6890.43090268596	3421.40643410829	10720.3029410803	3695.96999455939	7311.90116522343	10190.7285634835	6485.17103486147	5550.03388985645	6423.36890501823	6551.18264795368	8019.26914646514	30466.8842215461	6883.33885499903	6568.24930776549	8758.67889335688	7284.54612414528	4951.26243514576	27604.3200183204	26735.3273137698	5582.45467928241	31340.9886478882	12142	6801	3377	10486	3648	7217	9968	6401	5478	6340	6408	7844	29801	6794	6483	8645	7190	4887	27001	26151	5510	30656	0.978144	0.987021	0.987021	0.978144	0.987021	0.987021	0.978144	0.987021	0.987021	0.987021	0.978144	0.978144	0.978144	0.987021	0.987021	0.987021	0.987021	0.987021	0.978144	0.978144	0.987021	0.978144
2	102000001	103000000	2:102000001-103000000	9797.64474416979	5863.34144854512	3377.30082403718	9059.84886363175	3358.12308474946	6199.45656342987	8292.58179778295	5644.31147878538	4677.34967680463	5398.0289321431	5533.46910403532	6608.65924399296	25326.9269073954	5875.45370493736	5936.01498689858	7766.98441152602	6108.61464048804	4161.56942543493	22272.086112771	21869.6519961139	5277.91572292002	26100.2914598602	9641	5809	3346	8915	3327	6142	8160	5592	4634	5348	5445	6503	24922	5821	5881	7695	6052	4123	21916	21520	5229	25683	0.984012	0.990732	0.990732	0.984012	0.990732	0.990732	0.984012	0.990732	0.990732	0.990732	0.984012	0.984012	0.984012	0.990732	0.990732	0.990732	0.990732	0.990732	0.984012	0.984012	0.990732	0.984012
2	103000001	104000000	2:103000001-104000000	6812.85776835275	4217.24018249222	1994.93971418942	6006.77552980487	2145.8428695744	4382.22763237979	5733.37341885809	3611.6155188805	3102.56887471517	3499.94718389562	3395.83581345703	4274.55625122325	16334.5150492225	4118.65012097403	3670.97075999859	5038.1533477865	3873.18098821446	2941.60550897119	15169.2772700951	14003.0306270896	3629.7238975267	16871.2306323357	6753	4192	1983	5954	2133	4356	5683	3590	3084	3479	3366	4237	16191	4094	3649	5008	3850	2924	15036	13880	3608	16723	0.991214	0.994015	0.994015	0.991214	0.994015	0.994015	0.991214	0.994015	0.994015	0.994015	0.991214	0.991214	0.991214	0.994015	0.994015	0.994015	0.994015	0.994015	0.991214	0.991214	0.994015	0.991214
2	104000001	105000000	2:104000001-105000000	6417.8479998298	4413.62807289397	2048.93225509661	5939.67526803506	2136.70040191758	4300.63919422788	5404.77017823078	3606.5646538505	3095.0882120317	3618.67060513615	3274.26751940804	4098.91286618964	15145.5134329054	4181.59733991897	3977.8138266105	5010.85500298613	3953.60192403919	2886.2605523542	14913.5186117592	13968.3170042073	3551.07904379126	16701.6009668815	6335	4375	2031	5863	2118	4263	5335	3575	3068	3587	3232	4046	14950	4145	3943	4967	3919	2861	14721	13788	3520	16486	0.987091	0.991248	0.991248	0.987091	0.991248	0.991248	0.987091	0.991248	0.991248	0.991248	0.987091	0.987091	0.987091	0.991248	0.991248	0.991248	0.991248	0.991248	0.987091	0.987091	0.991248	0.987091
2	105000001	106000000	2:105000001-106000000	8340.43257603592	5100.50220948046	2697.01368309737	7189.74963561707	2605.53837740902	5410.11093642567	6818.30110748186	4273.20356572752	3642.92865730335	4443.08627629161	4311.02354256921	5048.87374383779	20188.4293783486	4920.56726752204	4609.9533174374	6129.85070425933	5036.16792855678	3737.41963241	18488.6486137299	16947.3390961688	4054.06492133124	19994.630146278	8263	5074	2683	7123	2592	5382	6755	4251	3624	4420	4271	5002	20001	4895	4586	6098	5010	3718	18317	16790	4033	19809	0.990716	0.994804	0.994804	0.990716	0.994804	0.994804	0.990716	0.994804	0.994804	0.994804	0.990716	0.990716	0.990716	0.994804	0.994804	0.994804	0.994804	0.994804	0.990716	0.990716	0.994804	0.990716
2	106000001	107000000	2:106000001-107000000	10624.5728872668	6074.22502835447	2801.07797529876	8627.54952464715	3293.36414418021	6281.45021238054	8162.76915124975	5313.05154751724	4616.57275827839	5612.26449615976	5067.6383130209	6392.51775103503	25198.2467054222	5851.83702598503	5697.17627888264	7693.61402742651	5933.71624503923	4227.39375413187	22185.8569886114	21319.6289520377	4912.75314325224	24621.1018461485	10401	6009	2771	8446	3258	6214	7991	5256	4567	5552	4961	6258	24668	5789	5636	7611	5870	4182	21719	20871	4860	24103	0.978957	0.989262	0.989262	0.978957	0.989262	0.989262	0.978957	0.989262	0.989262	0.989262	0.978957	0.978957	0.978957	0.989262	0.989262	0.989262	0.989262	0.989262	0.978957	0.978957	0.989262	0.978957
2	107000001	108000000	2:107000001-108000000	8843.73741895631	5655.93246044184	2404.32738486426	7552.97995945383	2865.37586572974	5896.56741317426	7364.48839393918	4845.05333400738	4070.57277185178	4875.38547090643	4674.38594262686	5269.568548953	21469.5990763913	5489.10570749709	5174.662554977	6904.6054294525	5415.29750770942	3629.74571558566	20304.8441307927	18257.0471771851	4603.40731004499	21842.484564692	8633	5594	2378	7373	2834	5832	7189	4792	4026	4822	4563	5144	20958	5429	5118	6829	5356	3590	19821	17822	4553	21322	0.976171	0.98905	0.98905	0.976171	0.98905	0.98905	0.976171	0.98905	0.98905	0.98905	0.976171	0.976171	0.976171	0.98905	0.98905	0.98905	0.98905	0.98905	0.976171	0.976171	0.98905	0.976171
2	108000001	109000000	2:108000001-109000000	7840.98622408429	5225.5261604291	2333.22064173659	6990.23158640299	2524.96455260595	4991.39675347284	6501.76002409793	4091.20955086512	3643.13430651778	4141.66847477811	3991.21972366757	4751.40359250481	19028.0026499582	4675.52388977753	4380.84377412567	5720.02361477639	4621.0282519515	3348.45419086593	17901.4651093922	16588.6977856973	3953.96127782179	19971.3633546599	7705	5178	2312	6869	2502	4946	6389	4054	3610	4104	3922	4669	18698	4633	4341	5668	4579	3318	17591	16301	3918	19625	0.982657	0.990905	0.990905	0.982657	0.990905	0.990905	0.982657	0.990905	0.990905	0.990905	0.982657	0.982657	0.982657	0.990905	0.990905	0.990905	0.990905	0.990905	0.982657	0.982657	0.990905	0.982657
2	109000001	110000000	2:109000001-110000000	11773.3597845536	6349.7928585916	3219.07588624995	10110.7020043081	3256.22679323412	6547.59633631812	9099.5304840857	5640.91339019096	4880.82591486619	5875.86777490165	6558.43011062095	7498.67777671955	30141.6248047061	6116.84663101518	6067.64678122534	7694.25405999169	6213.2381734606	4070.53451118443	26097.9519217325	25041.1864952876	5017.38059999719	28872.0878158898	11620	6324	3206	9979	3243	6521	8981	5618	4861	5852	6473	7401	29749	6092	6043	7663	6188	4054	25758	24715	4997	28496	0.986974	0.995938	0.995938	0.986974	0.995938	0.995938	0.986974	0.995938	0.995938	0.995938	0.986974	0.986974	0.986974	0.995938	0.995938	0.995938	0.995938	0.995938	0.986974	0.986974	0.995938	0.986974
2	110000001	111000000	2:110000001-111000000	12746.4960543806	8334.39238466931	3599.40802446614	9795.69431124123	4033.96070167959	8951.37519524124	10266.8130499891	7478.61057930791	6467.04573871905	7291.05600400116	7109.89685864755	8581.09131290697	33477.8237679404	7838.3464040766	7621.07006546987	10049.0306605611	7949.03435015927	5324.29518425443	29685.7385627513	27630.9037066949	6205.69919935719	30714.2075951071	12121	8132	3512	9315	3936	8734	9763	7297	6310	7114	6761	8160	31835	7648	7436	9805	7756	5195	28229	26275	6055	29207	0.950928	0.975716	0.975716	0.950928	0.975716	0.975716	0.950928	0.975716	0.975716	0.975716	0.950928	0.950928	0.950928	0.975716	0.975716	0.975716	0.975716	0.975716	0.950928	0.950928	0.975716	0.950928
2	111000001	112000000	2:111000001-112000000	12297.0788959965	8680.93946469907	3882.99091737182	10266.6940723405	4009.78659779802	8915.25788212668	10077.8453297497	7497.1749922401	6258.63478583702	7479.93077970214	6608.66262745986	8519.06068096144	32565.4527831192	8000.30025217125	7683.81823382746	9958.02555795171	7827.85812679162	5640.8862308006	28402.4335403714	26627.6727053052	6398.61721702754	31286.2894769516	11786	8558	3828	9840	3953	8789	9659	7391	6170	7374	6334	8165	31212	7887	7575	9817	7717	5561	27222	25521	6308	29986	0.958439	0.985838	0.985838	0.958439	0.985838	0.985838	0.958439	0.985838	0.985838	0.985838	0.958439	0.958439	0.958439	0.985838	0.985838	0.985838	0.985838	0.985838	0.958439	0.958439	0.985838	0.958439
2	112000001	113000000	2:112000001-113000000	11924.2026486754	6873.97214804086	3967.06850334696	10743.7288595469	3561.71135150903	6839.77328163269	8997.31609261151	6462.57990213089	5516.07598183437	6373.05934006246	6750.77120575375	7957.56773803606	31139.8051509559	6671.79649662789	6443.4687709028	8515.5177356327	6794.51007609248	4792.87054220291	26241.750097951	24793.9992244915	5820.84823247182	29770.0100937596	11778	6834	3944	10612	3541	6800	8887	6425	5484	6336	6668	7860	30758	6633	6406	8466	6755	4765	25920	24490	5787	29405	0.987739	0.994185	0.994185	0.987739	0.994185	0.994185	0.987739	0.994185	0.994185	0.994185	0.987739	0.987739	0.987739	0.994185	0.994185	0.994185	0.994185	0.994185	0.987739	0.987739	0.994185	0.987739
2	113000001	114000000	2:113000001-114000000	13086.9409865824	9392.98671851333	4199.53941842711	12144.3855318764	3794.27626586479	6996.86832898857	9968.70469470649	7551.06569011756	6213.69728666188	7374.77621875294	7643.11852378156	9057.97845470189	35639.479725817	7362.61832417607	7191.39464221849	9559.14461106389	7731.40779300779	5006.01309202614	29819.8671797673	28550.8055871566	6223.82886547594	33018.1898828274	12746	9271	4145	11828	3745	6906	9709	7453	6133	7279	7444	8822	34711	7267	7098	9435	7631	4941	29043	27807	6143	32158	0.973948	0.987013	0.987013	0.973948	0.987013	0.987013	0.973948	0.987013	0.987013	0.987013	0.973948	0.973948	0.973948	0.987013	0.987013	0.987013	0.987013	0.987013	0.973948	0.973948	0.987013	0.973948
2	114000001	115000000	2:114000001-115000000	10080.1081135563	9853.40382856369	3677.20950455088	9314.92084322814	3358.29925471392	6453.06174348541	8335.8102500126	5811.13950426376	4763.14504981563	5949.57321400006	5694.67999436394	7083.12463810447	28421.9760961256	6153.63475650023	5898.30146965328	7728.70274283324	7002.69484288287	4486.27763034303	24582.6695368046	23144.8579723977	5433.77946587148	28104.1765443361	9801	9609	3586	9057	3275	6293	8105	5667	4645	5802	5537	6887	27635	6001	5752	7537	6829	4375	23902	22504	5299	27326	0.972311	0.975196	0.975196	0.972311	0.975196	0.975196	0.972311	0.975196	0.975196	0.975196	0.972311	0.972311	0.972311	0.975196	0.975196	0.975196	0.975196	0.975196	0.972311	0.972311	0.975196	0.972311
2	115000001	116000000	2:115000001-116000000	7083.02917952887	5704.75635704635	2163.17565107643	6497.83894714355	2393.7525788209	4528.61176508661	5979.46974475379	3631.58661197544	3342.35414998018	3809.57581935714	3744.00255944794	4536.74296075884	16486.5704916307	4216.11934985397	4153.41860634451	5156.63050249589	4249.49232623804	3068.29122270495	15835.5716690982	15586.5114663875	3667.99349530351	17819.9537719965	6996	5641	2139	6418	2367	4478	5906	3591	3305	3767	3698	4481	16284	4169	4107	5099	4202	3034	15641	15395	3627	17601	0.987713	0.988824	0.988824	0.987713	0.988824	0.988824	0.987713	0.988824	0.988824	0.988824	0.987713	0.987713	0.987713	0.988824	0.988824	0.988824	0.988824	0.988824	0.987713	0.987713	0.988824	0.987713
